age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
39,Private,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
26,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Private,Bachelors degree(BA AB BS),Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
28,Private,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
35,Private,Bachelors degree(BA AB BS),Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
44,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
38,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
58,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Never married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Private,High school graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
62,Government,High school graduate,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
26,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Government,Graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
57,Self-employed,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
22,Government,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
51,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
55,Private,Some college/Vocational,Other, White, Female,Finance/Insurance/Real Estate,1.973154403458923, - 50000.
68,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
59,Self-employed,Graduate,Married, White, Male,Services/Administration,6.73114054707821, 50000+.
55,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Government,Graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
36,Private,Graduate,Never married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Male,Trade,-0.15954615253005786, - 50000.
30,Private,Less than high school,Never married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Self-employed,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,0.8384659786166135, - 50000.
33,Private,High school graduate,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Male,Construction,-0.15954615253005786, 50000+.
34,Private,Bachelors degree(BA AB BS),Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
54,Government,Less than high school,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
46,Private,Graduate,Other, White, Male,Services/Administration,-1.454760425672613, 50000+.
23,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,High school graduate,Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
46,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
67,Government,High school graduate,Married, White, Female,Other,-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
59,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
32,Private,High school graduate,Other, White, Male,Construction,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-1.4226552560125638, - 50000.
31,Government,High school graduate,Other, White, Male,Utilities,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
48,Private,Less than high school,Married, White, Male,Construction,-0.15954615253005786, - 50000.
59,Self-employed,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
38,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
55,Government,Graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
75,Self-employed,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",9.948995837576854, - 50000.
26,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
42,Government,High school graduate,Married, White, Female,Other,-0.15954615253005786, - 50000.
27,Private,Less than high school,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
43,Self-employed,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
32,Private,High school graduate,Married, White, Female,"Computer, Information",-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Female,Construction,-0.15954615253005786, - 50000.
54,Private,Less than high school,Other, White, Male,Construction,-0.15954615253005786, - 50000.
47,Private,Graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
49,Private,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
50,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
30,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, Other, Male,Management,-0.15954615253005786, 50000+.
26,Private,Bachelors degree(BA AB BS),Never married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
43,Government,Some college/Vocational,Married, Black, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
46,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
32,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,Less than high school,Married, White, Male,Construction,-0.15954615253005786, - 50000.
56,Private,Bachelors degree(BA AB BS),Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
55,Private,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
46,Private,Less than high school,Other, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
47,Private,Less than high school,Other, White, Male,Services/Administration,-0.15954615253005786, - 50000.
38,Private,High school graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
18,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
57,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
26,Government,Bachelors degree(BA AB BS),Married, White, Female,Other,-0.15954615253005786, - 50000.
24,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
31,Private,High school graduate,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
28,Self-employed,High school graduate,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
39,Self-employed,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
58,Government,High school graduate,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
57,Government,Some college/Vocational,Married, White, Female,Other,-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,Less than high school,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Never married, Other, Female,Manufacturing,-0.15954615253005786, - 50000.
33,Private,Less than high school,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
40,Private,High school graduate,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
27,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Private,Some college/Vocational,Other, White, Female,Manufacturing,-0.15954615253005786, 50000+.
32,Private,Some college/Vocational,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
90,Self-employed,Graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
49,Government,Graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
28,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
21,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
26,Private,High school graduate,Never married, Black, Female,Trade,-0.15954615253005786, - 50000.
25,Government,Some college/Vocational,Married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
39,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
53,Self-employed,High school graduate,Married, Black, Male,Services/Administration,-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
28,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Private,Less than high school,Married, White, Female,Trade,-0.15954615253005786, - 50000.
27,Private,Bachelors degree(BA AB BS),Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
